env,algo,rnn,n_episodes,n_frames,train_time,mean_return,std_return
dipoc,ddpg-before-proofreading,lstm,1980,116584,411.7557,1484.6542,478.4683
dipoc,ddpg-before-proofreading,lstm,1990,119384,422.2463,850.4384,176.4363
dipoc,ddpg-before-proofreading,lstm,2000,120536,426.9026,644.4501,72.8156
dipoc,ddpg-before-proofreading,brc,1010,41056,408.4351,619.0521,103.2260
dipoc,ddpg-before-proofreading,brc,1020,41856,416.4452,565.3551,69.9286
dipoc,ddpg-before-proofreading,brc,1030,42640,423.9138,673.2412,94.6026
dipoc,ddpg-before-proofreading,brc,1040,43448,432.5467,677.2503,104.8827
dipoc,ddpg-before-proofreading,brc,1050,44328,441.2702,708.0849,129.0107
dipoc,ddpg-before-proofreading,brc,1060,45208,450.4337,687.9983,84.4294
dipoc,ddpg-before-proofreading,brc,1070,46096,459.8396,604.7958,63.6257
dipoc,ddpg-before-proofreading,brc,1080,47008,469.2491,729.2155,117.8393
dipoc,ddpg-before-proofreading,brc,1090,48040,479.3719,622.4319,81.1238
dipoc,ddpg-before-proofreading,brc,1100,48944,487.1472,774.8896,82.6074
dipoc,ddpg-before-proofreading,brc,1110,49872,496.6054,802.1370,112.7117
dipoc,ddpg-before-proofreading,brc,1120,50848,506.9356,651.7412,91.9097
dipoc,ddpg-before-proofreading,brc,1130,51992,518.5098,651.7821,80.5848
dipoc,ddpg-before-proofreading,brc,1140,52992,528.7066,832.4659,106.9337
dipoc,ddpg-before-proofreading,brc,1150,54104,539.5992,827.6582,181.9453
dipoc,ddpg-before-proofreading,brc,1160,55112,548.8846,765.7372,105.6768
dipoc,ddpg-before-proofreading,brc,1170,56312,561.3580,827.4700,129.3420
dipoc,ddpg-before-proofreading,brc,1180,57416,572.9690,897.3398,191.0622
dipoc,ddpg-before-proofreading,brc,1190,58480,583.8833,776.4089,91.6459
dipoc,ddpg-before-proofreading,brc,1200,59544,593.5321,835.9786,97.8935
dipoc,ddpg-before-proofreading,brc,1210,60776,605.5981,892.4839,150.9623
dipoc,ddpg-before-proofreading,brc,1220,62104,619.6198,882.4258,172.0750
dipoc,ddpg-before-proofreading,brc,1230,63456,634.3705,899.9135,155.8016
dipoc,ddpg-before-proofreading,brc,1240,64760,646.6796,882.4871,189.6263
dipoc,ddpg-before-proofreading,brc,1250,65936,657.3987,844.3665,116.0199
dipoc,ddpg-before-proofreading,brc,1260,67152,670.2310,920.5994,179.9228
dipoc,ddpg-before-proofreading,brc,1270,68384,682.8873,887.3679,145.3165
dipoc,ddpg-before-proofreading,brc,1280,69712,694.9833,883.4340,132.4696
dipoc,ddpg-before-proofreading,brc,1290,71120,708.4782,861.2130,140.0186
dipoc,ddpg-before-proofreading,brc,1300,72512,722.8817,929.8886,180.3753
dipoc,ddpg-before-proofreading,brc,1310,74008,737.4440,958.1056,204.7337
dipoc,ddpg-before-proofreading,brc,1320,75504,749.8967,847.1498,125.0517
dipoc,ddpg-before-proofreading,brc,1330,76880,762.7036,839.9589,142.4982
dipoc,ddpg-before-proofreading,brc,1340,78160,773.6586,802.1708,174.8995
dipoc,ddpg-before-proofreading,brc,1350,79176,782.8104,857.0598,154.7752
dipoc,ddpg-before-proofreading,brc,1360,80576,795.9876,881.0549,170.7290
dipoc,ddpg-before-proofreading,brc,1370,81880,806.6415,838.0431,150.6559
dipoc,ddpg-before-proofreading,brc,1380,83336,822.4143,1052.2138,210.7797
dipoc,ddpg-before-proofreading,brc,1390,84832,838.1906,941.9825,201.8298
dipoc,ddpg-before-proofreading,brc,1400,86168,851.7209,883.2593,168.0009
dipoc,ddpg-before-proofreading,brc,1410,87840,868.7915,1074.5432,173.2994
dipoc,ddpg-before-proofreading,brc,1420,89472,886.0902,981.1451,208.2577
dipoc,ddpg-before-proofreading,brc,1430,90936,901.5749,1003.8573,215.5472
dipoc,ddpg-before-proofreading,brc,1440,92584,919.0117,917.8524,164.2785
dipoc,ddpg-before-proofreading,brc,1450,94248,936.2920,1156.3336,174.7875
dipoc,ddpg-before-proofreading,brc,1460,95792,952.2805,1313.6808,197.9728
dipoc,ddpg-before-proofreading,brc,1470,97480,968.5882,935.0479,107.7943
dipoc,ddpg-before-proofreading,brc,1480,99672,988.6051,948.3876,129.3401
dipoc,ddpg-before-proofreading,brc,1490,101456,1005.7071,1070.5619,323.7750
dipoc,ddpg-before-proofreading,brc,1500,103536,1025.2502,1330.1813,428.5070
dipoc,ddpg-before-proofreading,brc,1510,105568,1045.4918,1296.8959,443.2160
dipoc,ddpg-before-proofreading,brc,1520,107776,1069.6161,926.5427,129.1786
dipoc,ddpg-before-proofreading,brc,1530,111360,1108.6626,1639.5774,110.6057
dipoc,ddpg-before-proofreading,brc,1540,113888,1134.7137,1345.4817,376.1497
dipoc,ddpg-before-proofreading,brc,1550,115760,1154.0296,810.9600,121.4717
dipoc,ddpg-before-proofreading,brc,1560,117744,1173.7413,818.2049,55.5649
dipoc,ddpg-before-proofreading,brc,1570,119352,1188.7094,975.2304,96.2449
dipoc,ddpg-before-proofreading,brc,1580,121176,1206.2827,1312.7713,183.7103
dipoc,ddpg-before-proofreading,brc,1590,123000,1224.0906,1294.4988,225.3799
dipoc,ddpg-before-proofreading,brc,1600,125264,1246.9763,1372.1621,383.9462
dipoc,ddpg-before-proofreading,brc,1610,127896,1272.7776,1583.2266,259.1398
dipoc,ddpg-before-proofreading,brc,1620,130648,1300.1900,1432.7049,148.1288
dipoc,ddpg-before-proofreading,brc,1630,134400,1336.1384,1224.7199,219.8046
dipoc,ddpg-before-proofreading,brc,1640,137344,1365.5731,1400.3084,181.9419
dipoc,ddpg-before-proofreading,brc,1650,139784,1388.4625,1453.6308,227.2198
dipoc,ddpg-before-proofreading,brc,1660,144608,1438.5169,1624.8526,264.3526
dipoc,ddpg-before-proofreading,brc,1670,153024,1521.5829,1574.0613,197.7855
dipoc,ddpg-before-proofreading,brc,1680,163024,1620.7996,1800.4195,176.6471
dipoc,ddpg-before-proofreading,brc,1690,170872,1701.2842,1858.8227,0.5659
dipoc,ddpg-before-proofreading,brc,1700,175448,1747.0277,1642.5144,220.5609
dipoc,ddpg-before-proofreading,brc,1710,183616,1828.4383,1589.0237,206.5698
dipoc,ddpg-before-proofreading,brc,1720,187720,1871.2875,1284.7296,136.6756
dipoc,ddpg-before-proofreading,brc,1730,192440,1920.1943,1529.0422,347.4978
dipoc,ddpg-before-proofreading,brc,1740,195560,1950.8635,1235.8321,199.2844
dipoc,ddpg-before-proofreading,brc,1750,199296,1985.2379,1859.0948,0.2790
dipoc,ddpg-before-proofreading,brc,1760,203024,2023.9983,818.7771,38.1719
dipoc,ddpg-before-proofreading,brc,1770,204328,2038.3398,954.7724,61.0324
dipoc,ddpg-before-proofreading,brc,1780,206688,2059.4240,1177.9874,192.8314
dipoc,ddpg-before-proofreading,brc,1790,210368,2097.0744,1592.6431,292.7424
dipoc,ddpg-before-proofreading,brc,1800,219464,2185.1088,1859.0275,0.3060
dipoc,ddpg-before-proofreading,brc,1810,228160,2267.8293,1152.5318,223.7337
dipoc,ddpg-before-proofreading,brc,1820,230640,2293.2215,1325.3109,206.2472
dipoc,ddpg-before-proofreading,brc,1830,231832,2304.2827,798.1004,110.4717
dipoc,ddpg-before-proofreading,brc,1840,233512,2321.8657,806.6417,142.9258
dipoc,ddpg-before-proofreading,brc,1850,235664,2343.0244,1120.9436,294.1683
dipoc,ddpg-before-proofreading,brc,1860,239072,2376.1287,851.4258,72.9981
dipoc,ddpg-before-proofreading,brc,1870,242392,2409.7207,1370.1414,92.6151
dipoc,ddpg-before-proofreading,brc,1880,247104,2457.9324,1528.9932,104.0200
dipoc,ddpg-before-proofreading,brc,1890,254520,2529.6000,1839.1933,82.7817
dipoc,ddpg-before-proofreading,brc,1900,261304,2595.5496,1429.8018,219.2759
dipoc,ddpg-before-proofreading,brc,1910,266840,2650.2942,1858.9763,0.1860
dipoc,ddpg-before-proofreading,brc,1920,270368,2686.1349,1579.4767,91.1200
dipoc,ddpg-before-proofreading,brc,1930,273616,2719.3999,1314.0982,182.9232
dipoc,ddpg-before-proofreading,brc,1940,275848,2740.6892,1224.0793,204.4755
dipoc,ddpg-before-proofreading,brc,1950,277696,2756.8938,1094.4812,125.1701
dipoc,ddpg-before-proofreading,brc,1960,279608,2774.4014,1006.1871,109.4863
dipoc,ddpg-before-proofreading,brc,1970,281392,2793.7001,1181.9274,192.0380
dipoc,ddpg-before-proofreading,brc,1980,283304,2813.3956,1348.0937,162.1412
dipoc,ddpg-before-proofreading,brc,1990,285312,2834.9579,1145.3192,227.0517
dipoc,ddpg-before-proofreading,brc,2000,287248,2853.1422,879.2295,83.9520
dipoc,ddpg-before-proofreading,nbrc,1010,27944,275.6458,423.1953,78.5374
dipoc,ddpg-before-proofreading,nbrc,1020,28496,281.6298,465.7138,111.5683
dipoc,ddpg-before-proofreading,nbrc,1030,29232,288.6187,414.1573,86.7247
dipoc,ddpg-before-proofreading,nbrc,1040,29816,293.7127,459.1215,89.7524
dipoc,ddpg-before-proofreading,nbrc,1050,30416,299.1464,452.0908,111.6421
dipoc,ddpg-before-proofreading,nbrc,1060,30976,304.1466,427.0130,65.9675
dipoc,ddpg-before-proofreading,nbrc,1070,31488,308.6738,406.6624,61.4715
dipoc,ddpg-before-proofreading,nbrc,1080,32000,313.4747,427.5630,96.9477
dipoc,ddpg-before-proofreading,nbrc,1090,32472,317.8417,439.5615,89.5576
dipoc,ddpg-before-proofreading,nbrc,1100,33024,323.4032,452.1260,76.5319
dipoc,ddpg-before-proofreading,nbrc,1110,33592,329.0776,469.9961,104.5070
dipoc,ddpg-before-proofreading,nbrc,1120,34232,335.4719,463.7843,107.0601
dipoc,ddpg-before-proofreading,nbrc,1130,34776,340.0718,460.3577,79.6705
dipoc,ddpg-before-proofreading,nbrc,1140,35328,345.5449,454.7575,78.1135
dipoc,ddpg-before-proofreading,nbrc,1150,36096,353.4526,473.7321,144.0377
dipoc,ddpg-before-proofreading,nbrc,1160,36696,359.8555,532.9982,92.0837
dipoc,ddpg-before-proofreading,nbrc,1170,37368,366.3324,344.6154,39.5663
dipoc,ddpg-before-proofreading,nbrc,1180,37960,372.4407,572.1944,122.2628
dipoc,ddpg-before-proofreading,nbrc,1190,38568,379.1915,661.6599,143.6827
dipoc,ddpg-before-proofreading,nbrc,1200,39352,387.6524,570.6542,136.3063
dipoc,ddpg-before-proofreading,nbrc,1210,40056,394.5792,459.4805,132.2157
dipoc,ddpg-before-proofreading,nbrc,1220,40800,402.3314,619.3923,130.3437
dipoc,ddpg-before-proofreading,nbrc,1230,41752,412.3947,608.7094,108.1020
dipoc,ddpg-before-proofreading,nbrc,1240,42720,421.8086,636.9454,99.6096
dipoc,ddpg-before-proofreading,nbrc,1250,43616,431.0607,745.2140,118.1414
dipoc,ddpg-before-proofreading,nbrc,1260,44544,439.0998,774.3962,81.0920
dipoc,ddpg-before-proofreading,nbrc,1270,45616,448.1899,844.2675,160.0675
dipoc,ddpg-before-proofreading,nbrc,1280,46632,458.6295,748.8861,69.8472
dipoc,ddpg-before-proofreading,nbrc,1290,47744,469.0203,734.1913,84.8463
dipoc,ddpg-before-proofreading,nbrc,1300,48600,477.8577,710.5056,118.8052
dipoc,ddpg-before-proofreading,nbrc,1310,49416,486.5406,717.0338,79.2242
dipoc,ddpg-before-proofreading,nbrc,1320,50312,495.6529,663.6998,58.8965
dipoc,ddpg-before-proofreading,nbrc,1330,51256,503.3990,700.8433,76.6489
dipoc,ddpg-before-proofreading,nbrc,1340,52176,512.0657,857.2575,154.1440
dipoc,ddpg-before-proofreading,nbrc,1350,53184,521.6039,672.1771,80.1114
dipoc,ddpg-before-proofreading,nbrc,1360,54232,532.3241,826.5317,125.5630
dipoc,ddpg-before-proofreading,nbrc,1370,55200,541.5859,806.0511,119.8281
dipoc,ddpg-before-proofreading,nbrc,1380,56328,552.2982,834.1522,113.2295
dipoc,ddpg-before-proofreading,nbrc,1390,57352,563.2440,778.8128,145.1469
dipoc,ddpg-before-proofreading,nbrc,1400,58440,574.7253,780.0940,104.9567
dipoc,ddpg-before-proofreading,nbrc,1410,59520,584.9981,840.2996,194.7220
dipoc,ddpg-before-proofreading,nbrc,1420,60880,599.1540,871.9727,173.7602
dipoc,ddpg-before-proofreading,nbrc,1430,62072,609.9933,861.0595,123.5251
dipoc,ddpg-before-proofreading,nbrc,1440,63320,622.6171,858.0045,169.1028
dipoc,ddpg-before-proofreading,nbrc,1450,64472,634.2218,903.6528,186.4985
dipoc,ddpg-before-proofreading,nbrc,1460,65744,647.4895,887.3007,185.8033
dipoc,ddpg-before-proofreading,nbrc,1470,66936,658.3743,907.8833,169.3436
dipoc,ddpg-before-proofreading,nbrc,1480,68192,669.4480,935.9976,130.5033
dipoc,ddpg-before-proofreading,nbrc,1490,69280,680.1493,785.9454,106.3079
dipoc,ddpg-before-proofreading,nbrc,1500,70576,693.8952,783.1033,114.2876
dipoc,ddpg-before-proofreading,nbrc,1510,71824,707.4194,749.8469,93.8734
dipoc,ddpg-before-proofreading,nbrc,1520,72984,718.5861,806.1088,104.4160
dipoc,ddpg-before-proofreading,nbrc,1530,74336,731.1643,920.6807,226.9558
dipoc,ddpg-before-proofreading,nbrc,1540,75712,745.5483,1011.4677,183.3596
dipoc,ddpg-before-proofreading,nbrc,1550,77264,760.7843,910.9983,143.7892
dipoc,ddpg-before-proofreading,nbrc,1560,78680,774.9199,905.1072,111.5606
dipoc,ddpg-before-proofreading,nbrc,1570,80000,789.6229,959.4744,161.1887
dipoc,ddpg-before-proofreading,nbrc,1580,81616,805.5483,1067.1655,131.6139
dipoc,ddpg-before-proofreading,nbrc,1590,83216,822.1525,1010.2043,129.1000
dipoc,ddpg-before-proofreading,nbrc,1600,85024,840.9210,934.4370,126.8436
dipoc,ddpg-before-proofreading,nbrc,1610,86504,856.3452,1085.6205,220.5371
dipoc,ddpg-before-proofreading,nbrc,1620,88088,871.8417,908.3916,136.8199
dipoc,ddpg-before-proofreading,nbrc,1630,89888,889.1659,1081.1387,114.9083
dipoc,ddpg-before-proofreading,nbrc,1640,91520,905.7518,896.9397,122.3988
dipoc,ddpg-before-proofreading,nbrc,1650,93392,925.4533,1104.8968,295.5259
dipoc,ddpg-before-proofreading,nbrc,1660,95544,948.5930,1071.4887,201.9470
dipoc,ddpg-before-proofreading,nbrc,1670,97456,964.7463,941.3225,143.4022
dipoc,ddpg-before-proofreading,nbrc,1680,100088,992.0725,1047.8547,323.3026
dipoc,ddpg-before-proofreading,nbrc,1690,102984,1019.1264,1369.7674,347.0634
dipoc,ddpg-before-proofreading,nbrc,1700,105064,1037.1926,1054.9763,160.3865
dipoc,ddpg-before-proofreading,nbrc,1710,106768,1052.7742,958.4808,197.9427
dipoc,ddpg-before-proofreading,nbrc,1720,108792,1071.2700,1180.7027,188.5261
dipoc,ddpg-before-proofreading,nbrc,1730,111096,1095.0955,920.1033,154.2751
dipoc,ddpg-before-proofreading,nbrc,1740,112776,1109.5935,1146.8454,175.0847
dipoc,ddpg-before-proofreading,nbrc,1750,114496,1125.7100,1191.8284,361.8910
dipoc,ddpg-before-proofreading,nbrc,1760,117352,1154.2398,1027.8310,270.1888
dipoc,ddpg-before-proofreading,nbrc,1770,119040,1171.2393,1214.4826,347.9299
dipoc,ddpg-before-proofreading,nbrc,1780,121256,1192.2976,1541.0253,143.9916
dipoc,ddpg-before-proofreading,nbrc,1790,124072,1221.7062,1612.1396,240.3329
dipoc,ddpg-before-proofreading,nbrc,1800,128568,1264.5290,1744.9625,132.3790
dipoc,ddpg-before-proofreading,nbrc,1810,131704,1296.9454,1463.8828,445.7340
dipoc,ddpg-before-proofreading,nbrc,1820,135216,1331.9362,1494.0542,452.9492
dipoc,ddpg-before-proofreading,nbrc,1830,139320,1369.9930,1582.2402,232.7728
dipoc,ddpg-before-proofreading,nbrc,1840,145256,1427.8360,1735.4727,321.8452
dipoc,ddpg-before-proofreading,nbrc,1850,153400,1513.1011,1815.7487,188.5220
dipoc,ddpg-before-proofreading,nbrc,1860,163400,1612.6966,1858.7383,0.2940
dipoc,ddpg-before-proofreading,nbrc,1870,171424,1684.0553,1858.8824,0.9072
dipoc,ddpg-before-proofreading,nbrc,1880,178648,1754.5045,1852.8448,27.6491
dipoc,ddpg-before-proofreading,nbrc,1890,185128,1823.7415,1436.6545,253.8991
dipoc,ddpg-before-proofreading,nbrc,1900,190744,1876.9780,1690.0104,348.3397
dipoc,ddpg-before-proofreading,nbrc,1910,200656,1973.3095,1858.9041,0.4224
dipoc,ddpg-before-proofreading,nbrc,1920,207536,2042.5296,1776.8062,248.9569
dipoc,ddpg-before-proofreading,nbrc,1930,214408,2113.4251,1264.4541,207.8506
dipoc,ddpg-before-proofreading,nbrc,1940,215576,2123.9462,1223.6235,282.9545
dipoc,ddpg-before-proofreading,nbrc,1950,222208,2188.5978,1858.3330,0.1912
dipoc,ddpg-before-proofreading,nbrc,1960,227976,2244.8187,1588.7851,434.3341
dipoc,ddpg-before-proofreading,nbrc,1970,231528,2279.1768,918.9066,114.4021
dipoc,ddpg-before-proofreading,nbrc,1980,239960,2363.2787,1754.9386,311.5938
dipoc,ddpg-before-proofreading,nbrc,1990,248024,2445.3212,1637.3421,335.5878
dipoc,ddpg-before-proofreading,nbrc,2000,255688,2521.7433,1477.7590,385.3720
dipoc,sac-before-proofreading,elman,1010,70832,257.2431,1050.1699,212.1009
dipoc,sac-before-proofreading,elman,1020,72208,262.9448,1062.7311,240.3829
dipoc,sac-before-proofreading,elman,1030,73888,269.8419,1177.2842,202.0941
dipoc,sac-before-proofreading,elman,1040,75592,277.4940,940.8908,160.5413
dipoc,sac-before-proofreading,elman,1050,77312,285.8808,949.0962,225.7468
dipoc,sac-before-proofreading,elman,1060,78816,292.3952,1111.1736,305.6123
dipoc,sac-before-proofreading,elman,1070,80728,300.4190,916.9654,155.4996
dipoc,sac-before-proofreading,elman,1080,83184,311.2755,1123.4605,259.2451
dipoc,sac-before-proofreading,elman,1090,86200,324.1432,1364.0213,335.5679
dipoc,sac-before-proofreading,elman,1100,90504,342.5109,1461.4322,474.0881
dipoc,sac-before-proofreading,elman,1110,95112,361.8521,1473.6441,512.4231
dipoc,sac-before-proofreading,elman,1120,101616,389.6661,1401.2000,373.5100
dipoc,sac-before-proofreading,elman,1130,110568,428.7659,1801.7033,250.3069
dipoc,sac-before-proofreading,elman,1140,115104,448.4872,1307.7021,293.8080
dipoc,sac-before-proofreading,elman,1150,117296,457.8154,1298.3930,330.4592
dipoc,sac-before-proofreading,elman,1160,120080,469.3916,1070.1287,359.6090
dipoc,sac-before-proofreading,elman,1170,122608,480.5503,1526.2172,252.8689
dipoc,sac-before-proofreading,elman,1180,126264,495.8063,829.9097,160.6728
dipoc,sac-before-proofreading,elman,1190,129304,508.7688,1084.7381,251.8691
dipoc,sac-before-proofreading,elman,1200,134632,532.2414,1283.2809,467.4976
dipoc,sac-before-proofreading,elman,1210,136568,540.7521,1298.7192,349.8262
dipoc,sac-before-proofreading,elman,1220,140096,556.1144,1236.1934,175.5580
dipoc,sac-before-proofreading,elman,1230,144752,575.2284,1858.8067,0.6237
dipoc,sac-before-proofreading,elman,1240,149232,594.3826,1645.4466,102.3400
dipoc,sac-before-proofreading,elman,1250,157752,633.0000,1774.2197,102.2498
dipoc,sac-before-proofreading,elman,1260,164640,663.3014,1858.9376,0.5794
dipoc,sac-before-proofreading,elman,1270,174640,705.8169,1858.7860,0.5760
dipoc,sac-before-proofreading,elman,1280,181856,737.7030,1225.3932,273.8756
dipoc,sac-before-proofreading,elman,1290,185280,753.1321,1078.0560,162.2786
dipoc,sac-before-proofreading,elman,1300,187312,761.5976,1047.1878,127.8474
dipoc,sac-before-proofreading,elman,1310,189648,772.2732,1500.4893,453.1520
dipoc,sac-before-proofreading,elman,1320,192304,783.7165,990.7844,270.4939
dipoc,sac-before-proofreading,elman,1330,195680,798.2915,979.6279,234.9405
dipoc,sac-before-proofreading,elman,1340,199624,815.7491,1670.7740,360.3242
dipoc,sac-before-proofreading,elman,1350,203824,834.1667,1246.2648,313.1888
dipoc,sac-before-proofreading,elman,1360,208840,857.1565,1674.7076,438.3144
dipoc,sac-before-proofreading,elman,1370,211840,870.2886,976.8092,223.4104
dipoc,sac-before-proofreading,elman,1380,214160,879.6693,1425.0777,376.7151
dipoc,sac-before-proofreading,elman,1390,217904,895.2239,747.0171,174.1253
dipoc,sac-before-proofreading,elman,1400,222560,915.6291,1442.2802,201.1694
dipoc,sac-before-proofreading,elman,1410,225768,929.2927,1479.0350,256.6773
dipoc,sac-before-proofreading,elman,1420,230056,948.1962,1759.4263,52.2020
dipoc,sac-before-proofreading,elman,1430,239552,988.9376,1723.6363,74.0183
dipoc,sac-before-proofreading,elman,1440,248240,1025.8203,1790.6661,261.2050
dipoc,sac-before-proofreading,elman,1450,256240,1060.6597,1859.0296,0.5202
dipoc,sac-before-proofreading,elman,1460,265368,1099.8463,1741.6750,352.9855
dipoc,sac-before-proofreading,elman,1470,273272,1132.1400,1859.1077,0.2982
dipoc,sac-before-proofreading,elman,1480,280936,1163.6866,1810.0790,213.1808
dipoc,sac-before-proofreading,elman,1490,285864,1185.3853,978.7652,139.2497
dipoc,sac-before-proofreading,elman,1500,288432,1196.1712,1076.9884,302.9816
dipoc,sac-before-proofreading,elman,1510,290768,1205.7815,970.1568,190.4376
dipoc,sac-before-proofreading,elman,1520,292048,1211.2839,874.5026,152.0636
dipoc,sac-before-proofreading,elman,1530,293472,1217.3786,1153.3817,332.0007
dipoc,sac-before-proofreading,elman,1540,295280,1225.3497,888.8376,175.7459
dipoc,sac-before-proofreading,elman,1550,296936,1232.6830,1002.6614,166.3853
dipoc,sac-before-proofreading,elman,1560,298984,1241.3336,1108.4998,188.3805
dipoc,sac-before-proofreading,elman,1570,300896,1249.8964,940.2968,253.3138
dipoc,sac-before-proofreading,elman,1580,303120,1259.8510,1222.1662,225.0737
dipoc,sac-before-proofreading,elman,1590,305432,1269.7604,1147.2419,250.0159
dipoc,sac-before-proofreading,elman,1600,307064,1276.6448,1176.6000,372.8863
dipoc,sac-before-proofreading,elman,1610,308992,1285.1793,1070.8355,189.0823
dipoc,sac-before-proofreading,elman,1620,311424,1294.9209,1409.2399,331.1677
dipoc,sac-before-proofreading,elman,1630,313728,1305.3327,1115.6401,178.9096
dipoc,sac-before-proofreading,elman,1640,316096,1315.3615,1087.6914,236.7298
dipoc,sac-before-proofreading,elman,1650,319936,1331.8424,1588.4839,411.9184
dipoc,sac-before-proofreading,elman,1660,323280,1345.6126,979.3548,205.5273
dipoc,sac-before-proofreading,elman,1670,325344,1354.0449,896.5675,220.0003
dipoc,sac-before-proofreading,elman,1680,327848,1364.1851,1127.4206,264.5597
